stateId,runId,composition,structure,fct,unique.str,unique.id,puniuqe.id,n
1839,12,qupe ,7,2,qupe  7 2,2522,1291,181
1840,12,quro qupe ,10,2,quro qupe  10 2,2523,1292,83
1844,12,QUPE pini ,7,2,QUPE pini  7 2,2525,1293,24
1845,12,piab quro ,8,2,piab quro  8 2,2526,1294,26
1853,12,qupe pini ,7,2,qupe pini  7 2,2530,1295,439
1854,12,qupe pini ,6,2,qupe pini  6 2,2531,1296,159
1855,12,piab quro ,8,1,piab quro  8 1,2532,1297,30
1863,12,qupe ,10,2,qupe  10 2,2537,1298,940
1876,12,qupe ,8,2,qupe  8 2,2544,1299,1319
1881,12,quro qupe ,6,2,quro qupe  6 2,2547,1300,60
1728,21,piab fasy quro ,11,2,piab fasy quro  11 2,2665,1301,41
1771,21,fasy qupe ,12,2,fasy qupe  12 2,2679,1302,147
1774,21,piab quro ,10,2,piab quro  10 2,2681,1303,135
1776,21,quro qupe ,11,2,quro qupe  11 2,2683,1304,160
1788,21,piab fasy qupe ,12,1,piab fasy qupe  12 1,2687,1305,26
1793,21,piab quro qupe ,11,2,piab quro qupe  11 2,2689,1306,206
1805,21,fasy quro qupe ,11,2,fasy quro qupe  11 2,2694,1307,21
1806,21,QURO ,10,2,QURO  10 2,2695,1308,19
1807,21,piab qupe ,12,1,piab qupe  12 1,2696,1309,86
1809,21,piab quro qupe ,12,2,piab quro qupe  12 2,2698,1310,123
1818,21,fasy qupe ,13,2,fasy qupe  13 2,2705,1311,46
1826,21,PIAB qupe ,12,2,PIAB qupe  12 2,2708,1312,3336
1835,21,QUPE quro ,9,2,QUPE quro  9 2,2711,1313,38
1839,21,piab qupe ,13,2,piab qupe  13 2,2713,1314,773
1845,21,PIAB qupe ,13,2,PIAB qupe  13 2,2716,1315,604
1849,21,piab quro ,12,2,piab quro  12 2,2718,1316,48
1858,21,QUPE quro ,10,2,QUPE quro  10 2,2722,1317,121
1859,21,piab fasy qupe ,13,2,piab fasy qupe  13 2,2723,1318,58
1864,21,quro qupe ,7,2,quro qupe  7 2,2724,1319,91
1874,21,QUPE piab ,11,2,QUPE piab  11 2,2727,1320,2524
1875,21,piab pini ,8,1,piab pini  8 1,2728,1321,324
1876,21,qupe ,11,2,qupe  11 2,2729,1322,235
1880,21,quro qupe ,7,1,quro qupe  7 1,2733,1323,15
1881,21,piab pini ,8,2,piab pini  8 2,2734,1324,5031
1890,21,piab quro ,11,2,piab quro  11 2,2736,1325,102
1892,21,piab quro qupe ,13,2,piab quro qupe  13 2,2737,1326,28
1895,21,qupe ,13,2,qupe  13 2,2738,1327,19
1896,21,qupe ,12,2,qupe  12 2,2739,1328,48
1904,21,fasy quro qupe ,10,2,fasy quro qupe  10 2,2745,1329,39
1908,21,QUPE ,12,2,QUPE  12 2,2747,1330,630
1909,21,QUPE ,11,2,QUPE  11 2,2748,1331,3783
1916,21,qupe pini ,8,2,qupe pini  8 2,2751,1332,1135
1928,21,QUPE piab ,8,1,QUPE piab  8 1,2755,1333,71
1929,21,QUPE ,13,2,QUPE  13 2,2756,1334,46
1936,21,piab qupe pini ,6,2,piab qupe pini  6 2,2757,1335,57
1937,21,QUPE piab ,9,2,QUPE piab  9 2,2758,1336,7119
1944,21,QUPE piab ,9,1,QUPE piab  9 1,2762,1337,74
1946,21,QUPE piab ,12,2,QUPE piab  12 2,2763,1338,494
1951,21,QUPE quro ,11,2,QUPE quro  11 2,2765,1339,30
1965,21,piab qupe ,6,2,piab qupe  6 2,2770,1340,47
1974,21,QUPE fasy ,10,2,QUPE fasy  10 2,2772,1341,84
1975,21,QUPE ,5,1,QUPE  5 1,2773,1342,31
1977,21,piab pini ,9,1,piab pini  9 1,2774,1343,176
1978,21,piab qupe pini ,7,2,piab qupe pini  7 2,2775,1344,1461
1981,21,piab qupe pini ,8,2,piab qupe pini  8 2,2777,1345,5252
1982,21,piab pini ,9,2,piab pini  9 2,2778,1346,2120
1985,21,QUPE piab ,6,2,QUPE piab  6 2,2779,1347,36
1987,21,PIAB pini ,9,2,PIAB pini  9 2,2780,1348,511
1989,21,QUPE piab ,13,2,QUPE piab  13 2,2781,1349,47
1990,21,PIAB qupe ,8,2,PIAB qupe  8 2,2782,1350,201
1991,21,piab fasy qupe pini ,10,2,piab fasy qupe pini  10 2,2783,1351,19
1992,21,qupe ,8,1,qupe  8 1,2784,1352,29
1993,21,piab qupe pini ,10,2,piab qupe pini  10 2,2785,1353,177
1996,21,QUPE piab ,10,1,QUPE piab  10 1,2786,1354,42
1999,21,PIAB qupe ,14,2,PIAB qupe  14 2,2787,1355,17
2002,21,QUPE quro ,8,2,QUPE quro  8 2,2789,1356,27
2005,21,PIAB qupe ,7,1,PIAB qupe  7 1,2791,1357,59
2010,21,piab quro qupe ,7,2,piab quro qupe  7 2,2794,1358,23
2011,21,piab quro ,9,1,piab quro  9 1,2795,1359,25
2014,21,piab quro ,7,1,piab quro  7 1,2796,1360,9
2023,21,piab fasy pini ,10,2,piab fasy pini  10 2,2802,1361,114
2025,21,piab pini ,10,2,piab pini  10 2,2804,1362,299
2027,21,QUPE piab ,11,1,QUPE piab  11 1,2806,1363,24
2060,21,piab qupe pini ,9,2,piab qupe pini  9 2,2825,1364,3121
2061,21,piab qupe pini ,9,1,piab qupe pini  9 1,2826,1365,44
1683,22,abal fasy qupe ,10,2,abal fasy qupe  10 2,2941,1366,24
1726,22,abal qupe ,10,2,abal qupe  10 2,2958,1367,26
1805,22,abal qupe ,12,2,abal qupe  12 2,2989,1368,20
1904,22,piab quro ,10,1,piab quro  10 1,3014,1369,26
1907,22,fasy qupe pini ,10,2,fasy qupe pini  10 2,3015,1370,29
1930,22,piab fasy pini ,8,2,piab fasy pini  8 2,3020,1371,2691
1972,22,fasy quro qupe ,10,1,fasy quro qupe  10 1,3032,1372,19
2006,22,piab fasy pini ,10,1,piab fasy pini  10 1,3042,1373,24
2021,22,PINI piab ,6,2,PINI piab  6 2,3048,1374,94
2025,22,PINI piab ,7,2,PINI piab  7 2,3049,1375,185
2030,22,piab pini ,7,2,piab pini  7 2,3050,1376,1822
2043,22,PIAB ,14,1,PIAB  14 1,3055,1377,18
2076,22,PINI ,6,2,PINI  6 2,3066,1378,212
2080,22,PIAB quro ,11,2,PIAB quro  11 2,3067,1379,32
2090,22,piab pini ,6,2,piab pini  6 2,3069,1380,329
2104,22,qupe pini ,9,2,qupe pini  9 2,3074,1381,516
1775,31,fasy quro pini ,8,2,fasy quro pini  8 2,3197,1382,14
1806,31,FASY pini ,9,2,FASY pini  9 2,3203,1383,43
1847,31,PIAB pini ,8,1,PIAB pini  8 1,3214,1384,20
1852,31,quro qupe pini ,6,2,quro qupe pini  6 2,3215,1385,21
1864,31,PIAB pini ,8,2,PIAB pini  8 2,3219,1386,308
1868,31,piab pini ,7,1,piab pini  7 1,3220,1387,264
1877,31,fasy qupe pini ,8,2,fasy qupe pini  8 2,3224,1388,418
1881,31,PINI qupe ,6,2,PINI qupe  6 2,3226,1389,17
1899,31,piab qupe pini ,8,1,piab qupe pini  8 1,3229,1390,154
1902,31,piab fasy qupe pini ,8,2,piab fasy qupe pini  8 2,3230,1391,174
1910,31,qupe pini ,10,2,qupe pini  10 2,3231,1392,35
1922,31,fasy qupe pini ,9,2,fasy qupe pini  9 2,3233,1393,302
1927,31,piab fasy qupe pini ,9,2,piab fasy qupe pini  9 2,3236,1394,167
1930,31,piab fasy qupe pini ,7,2,piab fasy qupe pini  7 2,3237,1395,32
1944,31,quro qupe ,5,1,quro qupe  5 1,3239,1396,11
1965,31,QUPE pini ,8,2,QUPE pini  8 2,3252,1397,85
1978,31,piab pini ,10,1,piab pini  10 1,3254,1398,30
1994,31,qupe pini ,5,2,qupe pini  5 2,3260,1399,22
2007,31,pini ,6,2,pini  6 2,3263,1400,32
2009,31,pini ,8,2,pini  8 2,3264,1401,54
2015,31,PINI ,9,2,PINI  9 2,3266,1402,19
2019,31,piab qupe pini ,7,1,piab qupe pini  7 1,3269,1403,127
2027,31,PINI ,8,2,PINI  8 2,3270,1404,117
2029,31,piab pini ,6,1,piab pini  6 1,3271,1405,104
2030,31,piab pini ,11,2,piab pini  11 2,3272,1406,45
2037,31,pini ,7,2,pini  7 2,3276,1407,65
2052,31,PIAB pini ,10,2,PIAB pini  10 2,3282,1408,106
2060,31,piab qupe pini ,11,2,piab qupe pini  11 2,3285,1409,20
2065,31,QUPE pini ,9,2,QUPE pini  9 2,3286,1410,79
2097,31,PIAB quro ,10,2,PIAB quro  10 2,3294,1411,102
2102,31,PIAB pini ,11,2,PIAB pini  11 2,3298,1412,19
2111,31,piab fasy pini ,11,2,piab fasy pini  11 2,3301,1413,19
2115,31,PINI fasy ,7,2,PINI fasy  7 2,3303,1414,18
2117,31,qupe pini ,7,1,qupe pini  7 1,3304,1415,19
2122,31,PINI piab ,8,2,PINI piab  8 2,3307,1416,34
2124,31,PINI ,7,2,PINI  7 2,3308,1417,186
2153,31,PIAB pini ,9,1,PIAB pini  9 1,3323,1418,18
